gisjoin,fips,adi_natrank,adi_staternk
G37010100402033,371010402033,33,2
G37010100403011,371010403011,98,10
G37010100403012,371010403012,98,10
G37010100403013,371010403013,77,8
G37010100403021,371010403021,95,10
G37010100403022,371010403022,56,5
G37010100403023,371010403023,82,8
G37010100404001,371010404001,57,5
G37010100404002,371010404002,74,7
G37010100404003,371010404003,64,6
G37010100405001,371010405001,76,8
G37010100405002,371010405002,82,8
G37010100405003,371010405003,48,4
G37010100405004,371010405004,60,5
G37010100406001,371010406001,93,10
G37010100406002,371010406002,63,6
G37010100406003,371010406003,72,7
G37010100407001,371010407001,58,5
G37010100407002,371010407002,81,8
G37010100407003,371010407003,65,6
G37010100408001,371010408001,99,10
G37010100408002,371010408002,66,6
G37010100408003,371010408003,37,3
G37010100409011,371010409011,86,9
G37010100409012,371010409012,55,5
G37010100409013,371010409013,40,3
G37010100409014,371010409014,20,1
G37010100409021,371010409021,71,7
G37010100409022,371010409022,51,4
G37010100409023,371010409023,35,2
G37010100410011,371010410011,55,5
G37010100410012,371010410012,57,5
G37010100410013,371010410013,48,4
G37010100410021,371010410021,48,4
G37010100410022,371010410022,69,6
G37010100410023,371010410023,32,2
G37010100411011,371010411011,56,5
G37010100411012,371010411012,33,2
G37010100411013,371010411013,51,4
G37010100411014,371010411014,59,5
G37010100411021,371010411021,38,3
G37010100411022,371010411022,23,1
G37010100411023,371010411023,34,2
G37010100411031,371010411031,45,3
G37010100411032,371010411032,39,3
G37010100411033,371010411033,31,2
G37010100412011,371010412011,52,4
G37010100412012,371010412012,58,5
G37010100412021,371010412021,86,9
G37010100412022,371010412022,77,8
G37010100412023,371010412023,74,7
G37010100413001,371010413001,80,8
G37010100413002,371010413002,73,7
G37010100413003,371010413003,73,7
G37010100413004,371010413004,79,8
G37010100414001,371010414001,54,4
G37010100414002,371010414002,90,10
G37010100414003,371010414003,82,8
G37010100414004,371010414004,70,7
G37010100414005,371010414005,37,3
G37010100414006,371010414006,100,10
G37010100415011,371010415011,64,6
G37010100415012,371010415012,58,5
G37010100415013,371010415013,51,4
G37010100415021,371010415021,38,3
G37010100415022,371010415022,42,3
G37010100415023,371010415023,46,3
G37010100415031,371010415031,35,2
G37010100415032,371010415032,69,6
G37010100415033,371010415033,71,7
G37010309201001,371039201001,72,7
G37010309201002,371039201002,76,8
G37010309202001,371039202001,85,9
G37010309202002,371039202002,62,6
G37010309203001,371039203001,81,8
G37010309203002,371039203002,71,7
G37010309203003,371039203003,87,9
G37010500301011,371050301011,46,3
G37010500301012,371050301012,64,6
G37010500301013,371050301013,58,5
G37010500301021,371050301021,28,2
G37010500301022,371050301022,47,4
G37010500301023,371050301023,40,3
G37010500302001,371050302001,84,9
G37010500302002,371050302002,94,10
G37010500302003,371050302003,91,10
G37010500303001,371050303001,89,9
G37010500303002,371050303002,92,10
G37010500304011,371050304011,78,8
G37010500304012,371050304012,89,9
G37010500304013,371050304013,98,10
G37010500304021,371050304021,72,7
G37010500304022,371050304022,92,10
G37010500304023,371050304023,63,6
G37010500304024,371050304024,73,7
G37010500305011,371050305011,68,6
G37010500305012,371050305012,29,2
G37010500305013,371050305013,45,3
G37010500305021,371050305021,58,5
G37010500305022,371050305022,74,7
G37010500305031,371050305031,41,3
G37010500305032,371050305032,59,5
G37010500305033,371050305033,94,10
G37010500305034,371050305034,78,8
G37010500306011,371050306011,32,2
G37010500306012,371050306012,37,3
G37010500306021,371050306021,43,3
G37010500306022,371050306022,47,4
G37010500306023,371050306023,41,3
G37010500307011,371050307011,54,4
G37010500307012,371050307012,73,7
G37010500307021,371050307021,58,5
G37010500307022,371050307022,61,5
G37010500307023,371050307023,56,5
G37010700101001,371070101001,69,6
G37010700101002,371070101002,84,9
G37010700101003,371070101003,85,9
G37010700101004,371070101004,72,7
G37010700102001,371070102001,77,8
G37010700102002,371070102002,83,9
G37010700102003,371070102003,100,10
G37010700103001,371070103001,99,10
G37010700103002,371070103002,99,10
G37010700104001,371070104001,97,10
G37010700104002,371070104002,98,10
G37010700105001,371070105001,92,10
G37010700105002,371070105002,95,10
G37010700105003,371070105003,85,9
G37010700106001,371070106001,33,2
G37010700106002,371070106002,77,8
G37010700106003,371070106003,77,8
G37010700107001,371070107001,84,9
G37010700107002,371070107002,97,10
G37010700107003,371070107003,99,10
G37010700108001,371070108001,71,7
G37010700108002,371070108002,67,6
G37010700108003,371070108003,47,4
G37010700109001,371070109001,78,8
G37010700109002,371070109002,89,9
G37010700109003,371070109003,79,8
G37010700110011,371070110011,51,4
G37010700110012,371070110012,78,8
G37010700110013,371070110013,59,5
G37010700110021,371070110021,69,6
G37010700110022,371070110022,64,6
G37010700111001,371070111001,94,10
G37010700111002,371070111002,83,9
G37010700111003,371070111003,96,10
G37010700111004,371070111004,96,10
G37010700112001,371070112001,76,8
G37010700112002,371070112002,94,10
G37010700112003,371070112003,71,7
G37010700112004,371070112004,75,7
G37010700113001,371070113001,63,6
G37010700113002,371070113002,85,9
G37010700113003,371070113003,73,7
G37010700113004,371070113004,72,7
G37010700114001,371070114001,83,9
G37010700114002,371070114002,78,8
G37010700114003,371070114003,69,7
G37010700114004,371070114004,83,9
G37010900701001,371090701001,100,10
G37010900701002,371090701002,25,2
G37010900701003,371090701003,79,8
G37010900701004,371090701004,87,9
G37010900701005,371090701005,75,7
G37010900701006,371090701006,100,10
G37010900702011,371090702011,70,7
G37010900702012,371090702012,70,7
G37010900702013,371090702013,78,8
G37010900702021,371090702021,55,5
G37010900702022,371090702022,41,3
G37010900703001,371090703001,50,4
G37010900703002,371090703002,65,6
G37010900704001,371090704001,87,9
G37010900704002,371090704002,68,6
G37010900704003,371090704003,44,3
G37010900704004,371090704004,73,7
G37010900705001,371090705001,56,5
G37010900705002,371090705002,57,5
G37010900705003,371090705003,70,7
G37010900706001,371090706001,71,7
G37010900706002,371090706002,69,7
G37010900706003,371090706003,70,7
G37010900707001,371090707001,52,4
G37010900707002,371090707002,59,5
G37010900708001,371090708001,80,8
G37010900708002,371090708002,97,10
G37010900708003,371090708003,48,4
G37010900708004,371090708004,66,6
G37010900709011,371090709011,46,3
G37010900709012,371090709012,51,4
G37010900709021,371090709021,44,3
G37010900709022,371090709022,54,4
G37010900709023,371090709023,37,3
G37010900710011,371090710011,63,6
G37010900710012,371090710012,56,5
G37010900710013,371090710013,73,7
G37010900710014,371090710014,39,3
G37010900710021,371090710021,39,3
G37010900710022,371090710022,80,8
G37010900711011,371090711011,52,4
G37010900711012,371090711012,45,3
G37010900711013,371090711013,21,1
G37010900711021,371090711021,35,2
G37010900711022,371090711022,7,1
G37010900712011,371090712011,26,2
G37010900712021,371090712021,16,1
G37010900712022,371090712022,14,1
G37010900712031,371090712031,8,1
G37010900712032,371090712032,21,1
G37011109701001,371119701001,84,9
G37011109701002,371119701002,79,8
G37011109701003,371119701003,98,10
G37011109701004,371119701004,54,4
G37011109702001,371119702001,55,5
G37011109702002,371119702002,89,9
G37011109702003,371119702003,76,8
G37011109703001,371119703001,74,7
G37011109703002,371119703002,77,8
G37011109703003,371119703003,69,7
G37011109704001,371119704001,88,9
G37011109704002,371119704002,89,9
G37011109705001,371119705001,74,7
G37011109705002,371119705002,86,9
G37011109705003,371119705003,74,7
G37011109706001,371119706001,81,8
G37011109706002,371119706002,69,7
G37011109706003,371119706003,70,7
G37011109707001,371119707001,83,9
G37011109707002,371119707002,67,6
G37011109707003,371119707003,72,7
G37011109708001,371119708001,76,8
G37011109708002,371119708002,77,8
G37011109708003,371119708003,62,6
G37011109709012,371119709012,81,8
G37011109709013,371119709013,77,8
G37011109709014,371119709014,56,5
G37011109709021,371119709021,74,7
G37011109709022,371119709022,88,9
G37011109709023,371119709023,69,7
G37011309701001,371139701001,56,5
G37011309701002,371139701002,59,5
G37011309702001,371139702001,67,6
G37011309702002,371139702002,56,5
G37011309702003,371139702003,77,8
G37011309702004,371139702004,45,3
G37011309703011,371139703011,72,7
G37011309703012,371139703012,75,7
G37011309703013,371139703013,77,8
G37011309703014,371139703014,68,6
G37011309703021,371139703021,66,6
G37011309703022,371139703022,66,6
G37011309703023,371139703023,65,6
G37011309704001,371139704001,55,5
G37011309704002,371139704002,57,5
G37011309704003,371139704003,38,3
G37011309705011,371139705011,22,1
G37011309705021,371139705021,12,1
G37011309706001,371139706001,51,4
G37011309706002,371139706002,55,5
G37011309706003,371139706003,80,8
G37011309706004,371139706004,62,6
G37011309706005,371139706005,51,4
G37011309707001,371139707001,63,6
G37011309707002,371139707002,55,5
G37011309707003,371139707003,70,7
G37011309707004,371139707004,56,5
G37011309707005,371139707005,53,4
G37011500101001,371150101001,58,5
G37011500101002,371150101002,78,8
G37011500102001,371150102001,88,9
G37011500102002,371150102002,73,7
G37011500104001,371150104001,59,5
G37011500104002,371150104002,51,4
G37011500105001,371150105001,46,3
G37011500105002,371150105002,59,5
G37011500105003,371150105003,62,6
G37011500106001,371150106001,55,5
G37011500106002,371150106002,57,5
G37011500106004,371150106004,54,4
G37011500106005,371150106005,95,10
G37011500107001,371150107001,62,6
G37011500107002,371150107002,34,2
G37011709701001,371179701001,82,8
G37011709701002,371179701002,77,8
G37011709701003,371179701003,62,6
G37011709702001,371179702001,84,9
G37011709702002,371179702002,55,5
G37011709702003,371179702003,98,10
G37011709702004,371179702004,73,7
G37011709703001,371179703001,74,7
G37011709703002,371179703002,66,6
G37011709703003,371179703003,82,8
G37011709703004,371179703004,69,7
G37011709704001,371179704001,87,9
G37011709704002,371179704002,85,9
G37011709704003,371179704003,91,10
G37011709705001,371179705001,91,10
G37011709705002,371179705002,73,7
G37011709705003,371179705003,73,7
G37011709705004,371179705004,61,5
G37011709706001,371179706001,84,9
G37011709706002,371179706002,86,9
G37011709706003,371179706003,81,8
G37011900001001,371190001001,15,1
G37011900001002,371190001002,22,1
G37011900001003,371190001003,9,1
G37011900001005,371190001005,3,1
G37011900003001,371190003001,36,2
G37011900004001,371190004001,23,1
G37011900004002,371190004002,38,3
G37011900005001,371190005001,40,3
G37011900005002,371190005002,35,2
G37011900006001,371190006001,32,2
G37011900007001,371190007001,66,6
G37011900008001,371190008001,84,9
G37011900008002,371190008002,99,10
G37011900009001,371190009001,75,7
G37011900009002,371190009002,79,8
G37011900010001,371190010001,9,1
G37011900010002,371190010002,19,1
G37011900010003,371190010003,18,1
G37011900011001,371190011001,24,2
G37011900011002,371190011002,19,1
G37011900012001,371190012001,68,6
G37011900012002,371190012002,56,5
G37011900012003,371190012003,13,1
G37011900013001,371190013001,81,8
G37011900013002,371190013002,66,6
G37011900013003,371190013003,30,2
G37011900014001,371190014001,35,2
G37011900014002,371190014002,27,2
G37011900015041,371190015041,78,8
G37011900015042,371190015042,66,6
G37011900015043,371190015043,77,8
G37011900015051,371190015051,54,4
G37011900015071,371190015071,98,10
G37011900015072,371190015072,79,8
G37011900015073,371190015073,87,9
G37011900015081,371190015081,50,4
G37011900015082,371190015082,58,5
G37011900015083,371190015083,97,10
G37011900015091,371190015091,72,7
G37011900015092,371190015092,84,9
G37011900015101,371190015101,77,8
G37011900015102,371190015102,76,8
G37011900016031,371190016031,74,7
G37011900016032,371190016032,78,8
G37011900016051,371190016051,69,7
G37011900016061,371190016061,71,7
G37011900016062,371190016062,68,6
G37011900016071,371190016071,69,7
G37011900016081,371190016081,85,9
G37011900016082,371190016082,83,9
G37011900016091,371190016091,79,8
G37011900016092,371190016092,72,7
G37011900017011,371190017011,51,4
G37011900017012,371190017012,98,10
G37011900017021,371190017021,66,6
G37011900017022,371190017022,47,4
G37011900017023,371190017023,43,3
G37011900017024,371190017024,78,8
G37011900018011,371190018011,80,8
G37011900018012,371190018012,55,5
G37011900018013,371190018013,55,5
G37011900018021,371190018021,60,5
G37011900018022,371190018022,59,5
G37011900019101,371190019101,97,10
G37011900019102,371190019102,72,7
G37011900019103,371190019103,64,6
G37011900019111,371190019111,62,6
G37011900019112,371190019112,66,6
G37011900019113,371190019113,70,7
G37011900019121,371190019121,85,9
G37011900019122,371190019122,79,8
G37011900019123,371190019123,77,8
G37011900019124,371190019124,79,8
G37011900019141,371190019141,81,8
G37011900019142,371190019142,36,2
G37011900019151,371190019151,69,7
G37011900019152,371190019152,78,8
G37011900019153,371190019153,96,10
G37011900019154,371190019154,97,10
G37011900019161,371190019161,47,4
G37011900019162,371190019162,78,8
G37011900019171,371190019171,73,7
G37011900019172,371190019172,66,6
G37011900019181,371190019181,66,6
G37011900019182,371190019182,74,7
G37011900019183,371190019183,93,10
G37011900019191,371190019191,80,8
G37011900019192,371190019192,63,6
G37011900019193,371190019193,72,7
G37011900019201,371190019201,80,8
G37011900019202,371190019202,58,5
G37011900019203,371190019203,75,7
G37011900019211,371190019211,60,5
G37011900019221,371190019221,71,7
G37011900019222,371190019222,69,7
G37011900019231,371190019231,67,6
G37011900019232,371190019232,62,6
G37011900020021,371190020021,21,1
G37011900020022,371190020022,17,1
G37011900020023,371190020023,19,1
G37011900020024,371190020024,79,8
G37011900020031,371190020031,22,1
G37011900020032,371190020032,12,1
G37011900020033,371190020033,22,1
G37011900020034,371190020034,16,1
G37011900020035,371190020035,82,8
G37011900020041,371190020041,24,2
G37011900020042,371190020042,13,1
G37011900020043,371190020043,15,1
G37011900021001,371190021001,66,6
G37011900021002,371190021002,41,3
G37011900022001,371190022001,12,1
G37011900022002,371190022002,9,1
G37011900022003,371190022003,8,1
G37011900022004,371190022004,4,1
G37011900023001,371190023001,88,9
G37011900023002,371190023002,99,10
G37011900024001,371190024001,13,1
G37011900024002,371190024002,44,3
G37011900024003,371190024003,5,1
G37011900025001,371190025001,13,1
G37011900025002,371190025002,26,2
G37011900026001,371190026001,37,3
G37011900027011,371190027011,4,1
G37011900027012,371190027012,9,1
G37011900027013,371190027013,4,1
G37011900027021,371190027021,2,1
G37011900027022,371190027022,4,1
G37011900027023,371190027023,7,1
G37011900028001,371190028001,1,1
G37011900028002,371190028002,2,1
G37011900028003,371190028003,2,1
G37011900029031,371190029031,3,1
G37011900029032,371190029032,1,1
G37011900029033,371190029033,28,2
G37011900029041,371190029041,5,1
G37011900029042,371190029042,6,1
G37011900029043,371190029043,18,1
G37011900029044,371190029044,12,1
G37011900029045,371190029045,18,1
G37011900029051,371190029051,1,1
G37011900029052,371190029052,2,1
G37011900029061,371190029061,21,1
G37011900029062,371190029062,9,1
G37011900029063,371190029063,7,1
G37011900030061,371190030061,10,1
G37011900030062,371190030062,45,3
G37011900030071,371190030071,5,1
G37011900030072,371190030072,4,1
G37011900030073,371190030073,4,1
G37011900030074,371190030074,16,1
G37011900030075,371190030075,5,1
G37011900030081,371190030081,26,2
G37011900030082,371190030082,29,2
G37011900030083,371190030083,37,3
G37011900030111,371190030111,9,1
G37011900030112,371190030112,15,1
G37011900030113,371190030113,9,1
G37011900030114,371190030114,73,7
G37011900030115,371190030115,34,2
G37011900030121,371190030121,3,1
G37011900030122,371190030122,22,1
G37011900030131,371190030131,7,1
G37011900030132,371190030132,20,1
G37011900030151,371190030151,20,1
G37011900030152,371190030152,17,1
G37011900030153,371190030153,14,1
G37011900030161,371190030161,24,2
G37011900030162,371190030162,3,1
G37011900030163,371190030163,18,1
G37011900030171,371190030171,17,1
G37011900030172,371190030172,18,1
G37011900030181,371190030181,21,1
G37011900031021,371190031021,35,2
G37011900031022,371190031022,24,2
G37011900031023,371190031023,98,10
G37011900031031,371190031031,46,3
G37011900031032,371190031032,25,2
G37011900031033,371190031033,33,2
G37011900031051,371190031051,23,1
G37011900031052,371190031052,20,1
G37011900031061,371190031061,52,4
G37011900031062,371190031062,26,2
G37011900031081,371190031081,92,10
G37011900031082,371190031082,52,4
G37011900031091,371190031091,95,10
G37011900031092,371190031092,95,10
G37011900032011,371190032011,34,2
G37011900032012,371190032012,58,5
G37011900032031,371190032031,51,4
G37011900032032,371190032032,37,3
G37011900032041,371190032041,19,1
G37011900032042,371190032042,26,2
G37011900032043,371190032043,17,1
G37011900033001,371190033001,26,2
G37011900033002,371190033002,52,4
G37011900033003,371190033003,18,1
G37011900034001,371190034001,4,1
G37011900034002,371190034002,6,1
G37011900034003,371190034003,9,1
G37011900034004,371190034004,19,1
G37011900035001,371190035001,10,1
G37011900035002,371190035002,3,1
G37011900036001,371190036001,18,1
G37011900036002,371190036002,50,4
G37011900036003,371190036003,91,10
G37011900036004,371190036004,88,9
G37011900037001,371190037001,87,9
G37011900037002,371190037002,86,9
G37011900038021,371190038021,73,7
G37011900038022,371190038022,88,9
G37011900038023,371190038023,97,10
G37011900038051,371190038051,43,3
G37011900038061,371190038061,61,5
G37011900038062,371190038062,77,8
G37011900038063,371190038063,72,7
G37011900038064,371190038064,78,8
G37011900038071,371190038071,74,7
G37011900038072,371190038072,78,8
G37011900038081,371190038081,97,10
G37011900038082,371190038082,71,7
G37011900039021,371190039021,82,8
G37011900039022,371190039022,92,10
G37011900039023,371190039023,77,8
G37011900039024,371190039024,93,10
G37011900039031,371190039031,100,10
G37011900039032,371190039032,91,10
G37011900040001,371190040001,86,9
G37011900040002,371190040002,84,9
G37011900040003,371190040003,83,9
G37011900040004,371190040004,83,9
G37011900041001,371190041001,86,9
G37011900041002,371190041002,29,2
G37011900041003,371190041003,100,10
G37011900041004,371190041004,88,9
G37011900042001,371190042001,89,9
G37011900042002,371190042002,91,10
G37011900042003,371190042003,86,9
G37011900042004,371190042004,89,9
G37011900043021,371190043021,88,9
G37011900043022,371190043022,90,10
G37011900043023,371190043023,85,9
G37011900043031,371190043031,67,6
G37011900043041,371190043041,77,8
G37011900043042,371190043042,74,7
G37011900043051,371190043051,65,6
G37011900043052,371190043052,79,8
G37011900044001,371190044001,94,10
G37011900044002,371190044002,68,6
G37011900045001,371190045001,90,10
G37011900045002,371190045002,88,9
G37011900045003,371190045003,85,9
G37011900046001,371190046001,89,9
G37011900046002,371190046002,92,10
G37011900048001,371190048001,91,10
G37011900048002,371190048002,88,9
G37011900048003,371190048003,84,9
G37011900049001,371190049001,82,8
G37011900050001,371190050001,78,8
G37011900051001,371190051001,84,9
G37011900051002,371190051002,95,10
G37011900052001,371190052001,88,9
G37011900052002,371190052002,91,10
G37011900053011,371190053011,88,9
G37011900053012,371190053012,71,7
G37011900053051,371190053051,88,9
G37011900053052,371190053052,76,8
G37011900053053,371190053053,85,9
G37011900053061,371190053061,84,9
G37011900053062,371190053062,90,10
G37011900053071,371190053071,89,9
G37011900053072,371190053072,77,8
G37011900053081,371190053081,85,9
G37011900053082,371190053082,98,10
G37011900054011,371190054011,77,8
G37011900054012,371190054012,83,9
G37011900054013,371190054013,76,8
G37011900054031,371190054031,72,7
G37011900054032,371190054032,71,7
G37011900054041,371190054041,78,8
G37011900054042,371190054042,69,7
G37011900055081,371190055081,30,2
G37011900055082,371190055082,31,2
G37011900055091,371190055091,36,2
G37011900055092,371190055092,50,4
G37011900055093,371190055093,50,4
G37011900055101,371190055101,85,9
G37011900055102,371190055102,62,6
G37011900055111,371190055111,55,5
G37011900055112,371190055112,47,4
G37011900055113,371190055113,64,6
G37011900055121,371190055121,73,7
G37011900055122,371190055122,60,5
G37011900055123,371190055123,59,5
G37011900055131,371190055131,33,2
G37011900055132,371190055132,35,2
G37011900055133,371190055133,36,2
G37011900055141,371190055141,50,4
G37011900055142,371190055142,34,2
G37011900055143,371190055143,40,3
G37011900055151,371190055151,38,3
G37011900055161,371190055161,23,1
G37011900055171,371190055171,27,2
G37011900055172,371190055172,26,2
G37011900055181,371190055181,30,2
G37011900055182,371190055182,36,2
G37011900055191,371190055191,31,2
G37011900055192,371190055192,28,2
G37011900055201,371190055201,20,1
G37011900055202,371190055202,41,3
G37011900055211,371190055211,100,10
G37011900055212,371190055212,79,8
G37011900055213,371190055213,35,2
G37011900055221,371190055221,33,2
G37011900055222,371190055222,55,5
G37011900055223,371190055223,94,10
G37011900055231,371190055231,91,10
G37011900055232,371190055232,71,7
G37011900055233,371190055233,83,9
G37011900055241,371190055241,73,7
G37011900055242,371190055242,92,10
G37011900055243,371190055243,59,5
G37011900055244,371190055244,58,5
G37011900055245,371190055245,62,6
G37011900055246,371190055246,57,5
G37011900056041,371190056041,67,6
G37011900056051,371190056051,67,6
G37011900056052,371190056052,76,8
G37011900056053,371190056053,88,9
G37011900056091,371190056091,96,10
G37011900056101,371190056101,55,5
G37011900056102,371190056102,69,7
G37011900056111,371190056111,48,4
G37011900056121,371190056121,60,5
G37011900056122,371190056122,43,3
G37011900056131,371190056131,49,4
G37011900056141,371190056141,58,5
G37011900056142,371190056142,32,2
G37011900056143,371190056143,30,2
G37011900056151,371190056151,29,2
G37011900056161,371190056161,50,4
G37011900056171,371190056171,56,5
G37011900056172,371190056172,100,10
G37011900056181,371190056181,13,1
G37011900056182,371190056182,48,4
G37011900056191,371190056191,46,3
G37011900056192,371190056192,44,3
G37011900056201,371190056201,57,5
G37011900056202,371190056202,60,5
G37011900056203,371190056203,52,4
G37011900056211,371190056211,39,3
G37011900056212,371190056212,48,4
G37011900056213,371190056213,46,3
G37011900057061,371190057061,55,5
G37011900057062,371190057062,50,4
G37011900057063,371190057063,47,4
G37011900057064,371190057064,37,3
G37011900057091,371190057091,40,3
G37011900057092,371190057092,31,2
G37011900057101,371190057101,66,6
G37011900057102,371190057102,87,9
G37011900057111,371190057111,32,2
G37011900057112,371190057112,21,1
G37011900057113,371190057113,31,2
G37011900057121,371190057121,38,3
G37011900057122,371190057122,32,2
G37011900057131,371190057131,15,1
G37011900057132,371190057132,28,2
G37011900057141,371190057141,21,1
G37011900057142,371190057142,17,1
G37011900057143,371190057143,15,1
G37011900057151,371190057151,36,2
G37011900057161,371190057161,56,5
G37011900057162,371190057162,55,5
G37011900057171,371190057171,77,8
G37011900057172,371190057172,55,5
G37011900057173,371190057173,37,3
G37011900058111,371190058111,48,4
G37011900058112,371190058112,35,2
G37011900058121,371190058121,30,2
G37011900058122,371190058122,94,10
G37011900058123,371190058123,95,10
G37011900058151,371190058151,21,1
G37011900058152,371190058152,33,2
G37011900058161,371190058161,7,1
G37011900058162,371190058162,21,1
G37011900058171,371190058171,19,1
G37011900058172,371190058172,15,1
G37011900058231,371190058231,6,1
G37011900058232,371190058232,24,2
G37011900058233,371190058233,22,1
G37011900058234,371190058234,26,2
G37011900058241,371190058241,60,5
G37011900058251,371190058251,53,4
G37011900058252,371190058252,70,7
G37011900058261,371190058261,49,4
G37011900058262,371190058262,56,5
G37011900058271,371190058271,70,7
G37011900058281,371190058281,13,1
G37011900058282,371190058282,3,1
G37011900058283,371190058283,65,6
G37011900058291,371190058291,48,4
G37011900058292,371190058292,97,10
G37011900058301,371190058301,58,5
G37011900058302,371190058302,41,3
G37011900058311,371190058311,27,2
G37011900058312,371190058312,45,3
G37011900058313,371190058313,55,5
G37011900058321,371190058321,4,1
G37011900058331,371190058331,17,1
G37011900058332,371190058332,17,1
G37011900058333,371190058333,33,2
G37011900058341,371190058341,37,3
G37011900058342,371190058342,38,3
G37011900058351,371190058351,22,1
G37011900058361,371190058361,42,3
G37011900058362,371190058362,18,1
G37011900058371,371190058371,17,1
G37011900058372,371190058372,12,1
G37011900058373,371190058373,15,1
G37011900058374,371190058374,21,1
G37011900058381,371190058381,13,1
G37011900058382,371190058382,15,1
G37011900058383,371190058383,29,2
G37011900058391,371190058391,22,1
G37011900058401,371190058401,15,1
G37011900058411,371190058411,5,1
G37011900058412,371190058412,8,1
G37011900058413,371190058413,20,1
G37011900058421,371190058421,39,3
G37011900058422,371190058422,23,1
G37011900058423,371190058423,20,1
G37011900058431,371190058431,22,1
G37011900058432,371190058432,30,2
G37011900058441,371190058441,16,1
G37011900058442,371190058442,10,1
G37011900058451,371190058451,24,2
G37011900058452,371190058452,14,1
G37011900058461,371190058461,5,1
G37011900058462,371190058462,5,1
G37011900058471,371190058471,8,1
G37011900058472,371190058472,11,1
G37011900058473,371190058473,47,4
G37011900058481,371190058481,6,1
G37011900058482,371190058482,9,1
G37011900058483,371190058483,19,1
G37011900059061,371190059061,67,6
G37011900059062,371190059062,88,9
G37011900059063,371190059063,47,4
G37011900059064,371190059064,89,9
G37011900059071,371190059071,22,1
G37011900059072,371190059072,41,3
G37011900059081,371190059081,11,1
G37011900059091,371190059091,33,2
G37011900059092,371190059092,44,3
G37011900059101,371190059101,39,3
G37011900059111,371190059111,11,1
G37011900059112,371190059112,24,2
G37011900059121,371190059121,48,4
G37011900059122,371190059122,59,5
G37011900059131,371190059131,50,4
G37011900059132,371190059132,50,4
G37011900059133,371190059133,46,3
G37011900059141,371190059141,40,3
G37011900059142,371190059142,45,3
G37011900059143,371190059143,61,5
G37011900059151,371190059151,38,3
G37011900059161,371190059161,96,10
G37011900059162,371190059162,87,9
G37011900059171,371190059171,44,3
G37011900059172,371190059172,41,3
G37011900059181,371190059181,38,3
G37011900060051,371190060051,57,5
G37011900060061,371190060061,67,6
G37011900060062,371190060062,75,7
G37011900060063,371190060063,62,6
G37011900060071,371190060071,56,5
G37011900060072,371190060072,36,2
G37011900060073,371190060073,25,2
G37011900060081,371190060081,43,3
G37011900060082,371190060082,46,3
G37011900060091,371190060091,56,5
G37011900060092,371190060092,52,4
G37011900060101,371190060101,55,5
G37011900060102,371190060102,63,6
G37011900060103,371190060103,64,6
G37011900060104,371190060104,96,10
G37011900061031,371190061031,9,1
G37011900061032,371190061032,48,4
G37011900061041,371190061041,60,5
G37011900061042,371190061042,27,2
G37011900061043,371190061043,56,5
G37011900061044,371190061044,59,5
G37011900061051,371190061051,41,3
G37011900061061,371190061061,47,4
G37011900061062,371190061062,49,4
G37011900061071,371190061071,41,3
G37011900061072,371190061072,87,9
G37011900061081,371190061081,40,3
G37011900061082,371190061082,54,4
G37011900061091,371190061091,65,6
G37011900062031,371190062031,7,1
G37011900062032,371190062032,31,2
G37011900062033,371190062033,11,1
G37011900062041,371190062041,3,1
G37011900062042,371190062042,10,1
G37011900062043,371190062043,4,1
G37011900062044,371190062044,31,2
G37011900062081,371190062081,28,2
G37011900062091,371190062091,63,6
G37011900062092,371190062092,40,3
G37011900062093,371190062093,29,2
G37011900062101,371190062101,17,1
G37011900062102,371190062102,15,1
G37011900062111,371190062111,11,1
G37011900062112,371190062112,13,1
G37011900062121,371190062121,24,2
G37011900062122,371190062122,47,4
G37011900062131,371190062131,15,1
G37011900062132,371190062132,25,2
G37011900062141,371190062141,34,2
G37011900062142,371190062142,27,2
G37011900062151,371190062151,62,6
G37011900062152,371190062152,34,2
G37011900063021,371190063021,36,2
G37011900063022,371190063022,31,2
G37011900063023,371190063023,16,1
G37011900063031,371190063031,43,3
G37011900063032,371190063032,18,1
G37011900063041,371190063041,16,1
G37011900063042,371190063042,8,1
G37011900063043,371190063043,26,2
G37011900064031,371190064031,43,3
G37011900064033,371190064033,5,1
G37011900064041,371190064041,9,1
G37011900064042,371190064042,3,1
G37011900064051,371190064051,39,3
G37011900064052,371190064052,20,1
G37011900064061,371190064061,54,4
G37011900064062,371190064062,36,2
G37011900064063,371190064063,32,2
G37011900064071,371190064071,30,2
G37011900064072,371190064072,14,1
G37012109501001,371219501001,71,7
G37012109501002,371219501002,51,4
G37012109501003,371219501003,69,7
G37012109502001,371219502001,62,6
G37012109502002,371219502002,72,7
G37012109502003,371219502003,95,10
G37012109502004,371219502004,58,5
G37012109503001,371219503001,64,6
G37012109503002,371219503002,79,8
G37012109503003,371219503003,86,9
G37012109503004,371219503004,78,8
G37012109504001,371219504001,57,5
G37012109504002,371219504002,49,4
G37012109504003,371219504003,51,4
G37012309601001,371239601001,87,9
G37012309601002,371239601002,82,8
G37012309601003,371239601003,87,9
G37012309601004,371239601004,83,9
G37012309601005,371239601005,76,8
G37012309602001,371239602001,50,4
G37012309602002,371239602002,59,5
G37012309602004,371239602004,75,7
G37012309602005,371239602005,90,10
G37012309602006,371239602006,82,8
G37012309603001,371239603001,37,3
