gisjoin,fips,adi_natrank,adi_staternk
G37003500106003,370350106003,56,5
G37003500106004,370350106004,89,9
G37003500107001,370350107001,91,10
G37003500107002,370350107002,88,9
G37003500107003,370350107003,87,9
G37003500109001,370350109001,87,9
G37003500109002,370350109002,81,8
G37003500110001,370350110001,83,9
G37003500110002,370350110002,98,10
G37003500111011,370350111011,83,9
G37003500111012,370350111012,50,4
G37003500111021,370350111021,54,4
G37003500111022,370350111022,77,8
G37003500111023,370350111023,62,6
G37003500111024,370350111024,50,4
G37003500112001,370350112001,86,9
G37003500112002,370350112002,63,6
G37003500112003,370350112003,96,10
G37003500112004,370350112004,54,4
G37003500113001,370350113001,85,9
G37003500113002,370350113002,60,5
G37003500113003,370350113003,84,9
G37003500114011,370350114011,60,5
G37003500114012,370350114012,78,8
G37003500114013,370350114013,79,8
G37003500114021,370350114021,46,3
G37003500114022,370350114022,75,7
G37003500114023,370350114023,61,5
G37003500115011,370350115011,66,6
G37003500115012,370350115012,48,4
G37003500115013,370350115013,67,6
G37003500115031,370350115031,50,4
G37003500115032,370350115032,8,1
G37003500115041,370350115041,38,3
G37003500115042,370350115042,25,2
G37003500115043,370350115043,12,1
G37003500116011,370350116011,74,7
G37003500116012,370350116012,77,8
G37003500116013,370350116013,48,4
G37003500116021,370350116021,73,7
G37003500116022,370350116022,54,4
G37003500116023,370350116023,50,4
G37003500116024,370350116024,71,7
G37003500117011,370350117011,42,3
G37003500117012,370350117012,29,2
G37003500117013,370350117013,62,6
G37003500117021,370350117021,61,5
G37003500117022,370350117022,52,4
G37003500117023,370350117023,45,3
G37003500117024,370350117024,66,6
G37003500117025,370350117025,50,4
G37003500118011,370350118011,47,4
G37003500118012,370350118012,25,2
G37003500118013,370350118013,63,6
G37003500118021,370350118021,52,4
G37003500118022,370350118022,56,5
G37003500118023,370350118023,62,6
G37003500118024,370350118024,77,8
G37003700201031,370370201031,11,1
G37003700201032,370370201032,39,3
G37003700201041,370370201041,23,1
G37003700201042,370370201042,7,1
G37003700201051,370370201051,21,1
G37003700201052,370370201052,25,2
G37003700201061,370370201061,35,2
G37003700201062,370370201062,10,1
G37003700201063,370370201063,40,3
G37003700202001,370370202001,58,5
G37003700202002,370370202002,58,5
G37003700202003,370370202003,19,1
G37003700202004,370370202004,42,3
G37003700203001,370370203001,64,6
G37003700203002,370370203002,54,4
G37003700204011,370370204011,64,6
G37003700204012,370370204012,57,5
G37003700204013,370370204013,83,9
G37003700204021,370370204021,76,8
G37003700204022,370370204022,84,9
G37003700205001,370370205001,75,7
G37003700205002,370370205002,48,4
G37003700205003,370370205003,59,5
G37003700206001,370370206001,54,4
G37003700206002,370370206002,44,3
G37003700206003,370370206003,52,4
G37003700206004,370370206004,82,8
G37003700207011,370370207011,19,1
G37003700207021,370370207021,25,2
G37003700207022,370370207022,38,3
G37003700207023,370370207023,44,3
G37003700208001,370370208001,37,3
G37003700208002,370370208002,31,2
G37003700208003,370370208003,27,2
G37003700208004,370370208004,44,3
G37003909301001,370399301001,71,7
G37003909301002,370399301002,87,9
G37003909301003,370399301003,98,10
G37003909301004,370399301004,75,7
G37003909302001,370399302001,72,7
G37003909302002,370399302002,79,8
G37003909303001,370399303001,64,6
G37003909303002,370399303002,59,5
G37003909304001,370399304001,67,6
G37003909304002,370399304002,90,9
G37003909304003,370399304003,44,3
G37003909304004,370399304004,62,6
G37003909304005,370399304005,78,8
G37003909305001,370399305001,49,4
G37003909305002,370399305002,58,5
G37003909305003,370399305003,59,5
G37003909306011,370399306011,52,4
G37003909306012,370399306012,70,7
G37003909306021,370399306021,59,5
G37003909306022,370399306022,70,7
G37003909306023,370399306023,76,8
G37004109301011,370419301011,50,4
G37004109301012,370419301012,51,4
G37004109301013,370419301013,84,9
G37004109301014,370419301014,92,10
G37004109301021,370419301021,55,5
G37004109301022,370419301022,61,5
G37004109302001,370419302001,74,7
G37004109302002,370419302002,62,6
G37004109302003,370419302003,51,4
G37004109302004,370419302004,59,5
G37004109302005,370419302005,50,4
G37004109302006,370419302006,53,4
G37004309501001,370439501001,63,6
G37004309501002,370439501002,55,5
G37004309501003,370439501003,62,6
G37004309501004,370439501004,92,10
G37004309502001,370439502001,63,6
G37004309502002,370439502002,70,7
G37004309502003,370439502003,63,6
G37004509501011,370459501011,83,9
G37004509501012,370459501012,82,8
G37004509501013,370459501013,64,6
G37004509501014,370459501014,76,8
G37004509501021,370459501021,79,8
G37004509501022,370459501022,53,4
G37004509502001,370459502001,77,8
G37004509502002,370459502002,59,5
G37004509502003,370459502003,70,7
G37004509502004,370459502004,85,9
G37004509503011,370459503011,73,7
G37004509503012,370459503012,98,10
G37004509503013,370459503013,97,10
G37004509503014,370459503014,27,2
G37004509503021,370459503021,84,9
G37004509503022,370459503022,79,8
G37004509503023,370459503023,64,6
G37004509503024,370459503024,35,2
G37004509504001,370459504001,73,7
G37004509504002,370459504002,87,9
G37004509504003,370459504003,74,7
G37004509504004,370459504004,78,8
G37004509504005,370459504005,46,3
G37004509504006,370459504006,47,4
G37004509505001,370459505001,61,5
G37004509505002,370459505002,89,9
G37004509505003,370459505003,91,10
G37004509506011,370459506011,65,6
G37004509506012,370459506012,69,6
G37004509506021,370459506021,67,6
G37004509506022,370459506022,66,6
G37004509506023,370459506023,82,8
G37004509506024,370459506024,84,9
G37004509507001,370459507001,67,6
G37004509507002,370459507002,64,6
G37004509507003,370459507003,57,5
G37004509507004,370459507004,51,4
G37004509507005,370459507005,85,9
G37004509508001,370459508001,68,6
G37004509508002,370459508002,75,7
G37004509508003,370459508003,72,7
G37004509509001,370459509001,84,9
G37004509509002,370459509002,91,10
G37004509509003,370459509003,82,8
G37004509510001,370459510001,48,4
G37004509510002,370459510002,61,5
G37004509510003,370459510003,75,7
G37004509510004,370459510004,96,10
G37004509511001,370459511001,92,10
G37004509511002,370459511002,87,9
G37004509511003,370459511003,74,7
G37004509511004,370459511004,100,10
G37004509512001,370459512001,55,5
G37004509512002,370459512002,77,8
G37004509512003,370459512003,88,9
G37004509512004,370459512004,81,8
G37004509512005,370459512005,61,5
G37004509512006,370459512006,65,6
G37004509513001,370459513001,60,5
G37004509513002,370459513002,62,6
G37004509514001,370459514001,73,7
G37004509514002,370459514002,58,5
G37004509514003,370459514003,77,8
G37004509514004,370459514004,57,5
G37004509514005,370459514005,67,6
G37004509515011,370459515011,58,5
G37004509515012,370459515012,61,5
G37004509515021,370459515021,67,6
G37004509515031,370459515031,48,4
G37004509516011,370459516011,60,5
G37004509516012,370459516012,86,9
G37004509516013,370459516013,88,9
G37004509516021,370459516021,81,8
G37004509516022,370459516022,83,9
G37004509516023,370459516023,78,8
G37004509516024,370459516024,56,5
G37004709301001,370479301001,78,8
G37004709301002,370479301002,78,8
G37004709301003,370479301003,75,7
G37004709302001,370479302001,75,7
G37004709303001,370479303001,77,8
G37004709303002,370479303002,34,2
G37004709303003,370479303003,53,4
G37004709304001,370479304001,85,9
G37004709304002,370479304002,81,8
G37004709304003,370479304003,81,8
G37004709305001,370479305001,74,7
G37004709305002,370479305002,84,9
G37004709305003,370479305003,75,7
G37004709306001,370479306001,95,10
G37004709306002,370479306002,78,8
G37004709306003,370479306003,88,9
G37004709306004,370479306004,79,8
G37004709307001,370479307001,99,10
G37004709307002,370479307002,89,9
G37004709307003,370479307003,68,6
G37004709307004,370479307004,65,6
G37004709307005,370479307005,90,9
G37004709308001,370479308001,72,7
G37004709308002,370479308002,36,2
G37004709308003,370479308003,75,7
G37004709308004,370479308004,56,5
G37004709309001,370479309001,99,10
G37004709309002,370479309002,98,10
G37004709309003,370479309003,74,7
G37004709309004,370479309004,82,8
G37004709309005,370479309005,78,8
G37004709310001,370479310001,78,8
G37004709310002,370479310002,82,8
G37004709310003,370479310003,85,9
G37004709311001,370479311001,78,8
G37004709311002,370479311002,78,8
G37004709311003,370479311003,82,8
G37004709312001,370479312001,78,8
G37004709312002,370479312002,93,10
G37004709312004,370479312004,76,8
G37004709312005,370479312005,74,7
G37004709312006,370479312006,94,10
G37004709313001,370479313001,63,6
G37004709313002,370479313002,76,8
G37004709313003,370479313003,82,8
G37004709313004,370479313004,80,8
G37004909601011,370499601011,35,2
G37004909601012,370499601012,38,3
G37004909601021,370499601021,41,3
G37004909601022,370499601022,96,10
G37004909601023,370499601023,62,6
G37004909602002,370499602002,80,8
G37004909602003,370499602003,77,8
G37004909602004,370499602004,88,9
G37004909602005,370499602005,77,8
G37004909603001,370499603001,61,5
G37004909603002,370499603002,67,6
G37004909603003,370499603003,68,6
G37004909603004,370499603004,74,7
G37004909603005,370499603005,87,9
G37004909604011,370499604011,31,2
G37004909604012,370499604012,53,4
G37004909604021,370499604021,69,6
G37004909604022,370499604022,69,6
G37004909604023,370499604023,29,2
G37004909604031,370499604031,12,1
G37004909604032,370499604032,29,2
G37004909604033,370499604033,27,2
G37004909604041,370499604041,41,3
G37004909604042,370499604042,46,3
G37004909605001,370499605001,69,6
G37004909605002,370499605002,85,9
G37004909605003,370499605003,65,6
G37004909605004,370499605004,76,8
G37004909606001,370499606001,92,10
G37004909606002,370499606002,71,7
G37004909606003,370499606003,60,5
G37004909606004,370499606004,78,8
G37004909607001,370499607001,67,6
G37004909607002,370499607002,37,3
G37004909608001,370499608001,100,10
G37004909608002,370499608002,69,6
G37004909608003,370499608003,99,10
G37004909608004,370499608004,94,10
G37004909609001,370499609001,27,2
G37004909609002,370499609002,99,10
G37004909610011,370499610011,92,10
G37004909610012,370499610012,27,2
G37004909610013,370499610013,33,2
G37004909610021,370499610021,44,3
G37004909610022,370499610022,75,7
G37004909610023,370499610023,47,4
G37004909610024,370499610024,67,6
G37004909611001,370499611001,30,2
G37004909611002,370499611002,56,5
G37004909611003,370499611003,41,3
G37004909612011,370499612011,96,10
G37004909612012,370499612012,95,10
G37004909612021,370499612021,87,9
G37004909613011,370499613011,54,4
G37004909613012,370499613012,54,4
G37004909613013,370499613013,92,10
G37004909613021,370499613021,50,4
G37004909613022,370499613022,62,6
G37004909613023,370499613023,56,5
G37004909613024,370499613024,65,6
G37004909613031,370499613031,39,3
G37004909613032,370499613032,45,3
G37005100002001,370510002001,97,10
G37005100002002,370510002002,93,10
G37005100002003,370510002003,88,9
G37005100005001,370510005001,88,9
G37005100005002,370510005002,94,10
G37005100005003,370510005003,94,10
G37005100006001,370510006001,86,9
G37005100006002,370510006002,58,5
G37005100006003,370510006003,42,3
G37005100006004,370510006004,94,10
G37005100006005,370510006005,32,2
G37005100007011,370510007011,13,1
G37005100007012,370510007012,18,1
G37005100007013,370510007013,38,3
G37005100007021,370510007021,25,2
G37005100007022,370510007022,70,7
G37005100008001,370510008001,48,4
G37005100008002,370510008002,53,4
G37005100008003,370510008003,52,4
G37005100009001,370510009001,69,6
G37005100009002,370510009002,97,10
G37005100009003,370510009003,61,5
G37005100009004,370510009004,51,4
G37005100009005,370510009005,66,6
G37005100009006,370510009006,40,3
G37005100010001,370510010001,87,9
G37005100010002,370510010002,89,9
G37005100011001,370510011001,81,8
G37005100011002,370510011002,84,9
G37005100012001,370510012001,85,9
G37005100012002,370510012002,100,10
G37005100012003,370510012003,95,10
G37005100012004,370510012004,81,8
G37005100014001,370510014001,78,8
G37005100014002,370510014002,85,9
G37005100014003,370510014003,76,8
G37005100014004,370510014004,60,5
G37005100014005,370510014005,83,9
G37005100015001,370510015001,68,6
G37005100015002,370510015002,66,6
G37005100016011,370510016011,65,6
G37005100016012,370510016012,57,5
G37005100016013,370510016013,44,3
G37005100016031,370510016031,83,9
G37005100016032,370510016032,61,5
G37005100016041,370510016041,93,10
G37005100016042,370510016042,80,8
G37005100016043,370510016043,50,4
G37005100017001,370510017001,78,8
G37005100017002,370510017002,81,8
G37005100017003,370510017003,91,10
G37005100017004,370510017004,54,4
G37005100018001,370510018001,71,7
G37005100018002,370510018002,83,9
G37005100019011,370510019011,82,8
G37005100019021,370510019021,82,8
G37005100019022,370510019022,74,7
G37005100019031,370510019031,85,9
G37005100019032,370510019032,69,6
G37005100019033,370510019033,88,9
G37005100019034,370510019034,86,9
G37005100020011,370510020011,58,5
G37005100020012,370510020012,62,6
G37005100020021,370510020021,78,8
G37005100020022,370510020022,71,7
G37005100020023,370510020023,67,6
G37005100020024,370510020024,67,6
G37005100021001,370510021001,75,7
G37005100021002,370510021002,42,3
G37005100021003,370510021003,17,1
G37005100022001,370510022001,66,6
G37005100022002,370510022002,81,8
G37005100023001,370510023001,93,10
G37005100023002,370510023002,83,9
G37005100023003,370510023003,65,6
G37005100024011,370510024011,86,9
G37005100024012,370510024012,90,9
G37005100024021,370510024021,94,10
G37005100024022,370510024022,98,10
G37005100024023,370510024023,61,5
G37005100025011,370510025011,69,6
G37005100025012,370510025012,70,7
G37005100025013,370510025013,45,3
G37005100025021,370510025021,44,3
G37005100025023,370510025023,67,6
G37005100025031,370510025031,59,5
G37005100025032,370510025032,49,4
G37005100025033,370510025033,57,5
G37005100025041,370510025041,89,9
G37005100025042,370510025042,41,3
G37005100025043,370510025043,31,2
G37005100026001,370510026001,73,7
G37005100026002,370510026002,65,6
G37005100026003,370510026003,49,4
G37005100027001,370510027001,61,5
G37005100027002,370510027002,60,5
G37005100027003,370510027003,37,3
G37005100027004,370510027004,61,5
G37005100028001,370510028001,60,5
G37005100028002,370510028002,96,10
G37005100028003,370510028003,63,6
G37005100029001,370510029001,67,6
G37005100029002,370510029002,66,6
G37005100029003,370510029003,79,8
G37005100029004,370510029004,60,5
G37005100030011,370510030011,59,5
G37005100030012,370510030012,34,2
G37005100030013,370510030013,37,3
G37005100030014,370510030014,30,2
G37005100030021,370510030021,66,6
G37005100031021,370510031021,25,2
G37005100031022,370510031022,66,6
G37005100031031,370510031031,77,8
G37005100031032,370510031032,70,7
G37005100031033,370510031033,40,3
G37005100031041,370510031041,52,4
G37005100031042,370510031042,66,6
G37005100031043,370510031043,81,8
G37005100032011,370510032011,28,2
G37005100032012,370510032012,27,2
G37005100032013,370510032013,15,1
G37005100032014,370510032014,29,2
G37005100032031,370510032031,76,8
G37005100032032,370510032032,63,6
G37005100032033,370510032033,60,5
G37005100032041,370510032041,74,7
G37005100032042,370510032042,64,6
G37005100032043,370510032043,67,6
G37005100032044,370510032044,46,3
G37005100032045,370510032045,60,5
G37005100032051,370510032051,25,2
G37005100032052,370510032052,39,3
G37005100032053,370510032053,76,8
G37005100033021,370510033021,82,8
G37005100033022,370510033022,74,7
G37005100033041,370510033041,45,3
G37005100033042,370510033042,73,7
G37005100033043,370510033043,73,7
G37005100033044,370510033044,76,8
G37005100033045,370510033045,49,4
